,City,State,Latitude,Longitude
34397,Credit River,MN,,
34398,Ansel Adams wilderness,CA,,
34399,Provo,UT,,
34400,Lima,OH,,
34401,Salt Lake City,UT,,
34402,Pittsburgh,PA,,
34403,Golden Valley,MN,,
34404,Harsens Island,MI,,
34405,Wauwatosa,WI,,
34407,Anderson,IN,,
34408,Oxnard,CA,,
34409,Makawao,HI,,
34410,Landingville,PA,,
34411,Waukegan,IL,,
34412,Janesville,WI,,
34413,Clinton Twp,MI,,
34414,Greensboro,NC,,
34415,Fountain,MI,,
34416,Colorado Springs,CO,,
34418,Frederica,DE,,
34419,Akron,OH,,
34420,Akron,OH,,
34421,Lansing,NY,,
34422,Jamestown,NY,,
34423,Saint Paul,MN,,
34425,Fond du Lac,WI,,
34427,Carmel,IN,,
34428,Oswego,IL,,
34429,Orlando,FL,,
34430,Macomb Township,MI,,
34431,Placentia,CA,,
34432,Joliet,IL,,
34433,Indianapolis,IN,,
34435,Philipsburg,PA,,
34436,Lake in the Hills,IL,,
34437,Camarillo,CA,,
34438,Charlotte,NC,,
34439,Woodbury,MN,,
34440,Rapid City,SD,,
34441,Rio Rancho,NM,,
34442,Atlanta,GA,,
34444,Havertown,PA,,
34445,Bailey,CO,,
34446,Manchester,NJ,,
34447,Mentor,MN,,
34448,San Mateo,CA,,
34449,Portland,OR,,
34450,Marion,IN,,
34451,Lansing,MI,,
34452,Ann Arbor,MI,,
34453,Hayward,CA,,
34454,Beloit,WI,,
34455,Fennville,MI,,
34456,Lawrenceville,GA,,
34457,North Wales,PA,,
34458,Daytona Beach,FL,,
34459,Zanesville,OH,,
34460,Afton (St. Louis Co.),MO,,
34461,Baldwin Park,CA,,
34462,Nashua,NH,,
34463,Ballwin,MO,,
34464,Perry,IA,,
34465,Acton,MA,,
34466,Seattle,WA,,
34467,Cottonwood,AZ,,
34468,Atlanta,GA,,
34469,El Mirage,AZ,,
34470,Sacramento,CA,,
34471,Binghamton,NY,,
34472,Gulfport,MS,,
34473,State College,PA,,
34474,State College,PA,,
34475,Arlington,VT,,
34476,Rochester,MN,,
34477,Davison,MI,,
34478,Marshfield,MO,,
34480,Salem,OR,,
34482,Phoenix,AZ,,
34483,Vancouver,WA,,
34484,Valparaiso,IN,,
34485,Masontown,PA,,
34486,St. George Island,FL,,
34488,Camarillo,CA,,
34489,Atlanta,GA,,
34490,Elsmere,DE,,
34491,Winston-Salem,NC,,
34492,Warm Beach,WA,,
34493,Blue Point,NY,,
34494,Tum Tum,WA,,
34496,Westminster,CO,,
34497,Ontario,CA,,
34499,Asheville,NC,,
34500,Sayreville,NJ,,
34501,Daniels,WV,,
34502,Portland,OR,,
34503,Dateland,AZ,,
34504,Columbia,SC,,
34505,Jackson Hole,WY,,
34506,Charleston,SC,,
34507,Milford,CT,,
34508,Milford,CT,,
34509,Miami,FL,,
34510,Tuolumne Meadows,CA,,
34512,Kent,WA,,
34513,Chicago,IL,,
34514,Valhalla,NY,,
34515,Lemars,IA,,
34516,Ft. Bragg,NC,,
34517,Pidcoke,TX,,
34518,Forest Lake,MN,,
34519,Mentor,OH,,
34520,Cleveland,TN,,
34521,Chocowinity,NC,,
34522,Muscatine,IA,,
34523,Chandler,AZ,,
34524,Alva,OK,,
34525,McKees Rocks (Kennedy Twp.),PA,,
34526,Lake Worth,TX,,
34527,Mckees Rocks,PA,,
34528,Wichita,KS,,
34529,Alpharetta,GA,,
34530,Friday Harbor,WA,,
34531,Los Angeles,CA,,
34532,Los Angeles,CA,,
34533,Ventura,CA,,
34534,Janesville,CA,,
34535,Bowie,TX,,
34536,Blairs,VA,,
34537,Murrieta,CA,,
34538,Ashland,VA,,
34539,San Jose,CA,,
34540,Sherman Oaks,CA,,
34541,Dixon,IL,,
34543,Point Pleasant,NJ,,
34544,Bay St. Louis,MS,,
34545,Bartlett,IL,,
34547,Dallas,TX,,
34548,Sacramento,CA,,
34549,Sacramento,CA,,
34550,Brick,NJ,,
34552,West Chester,OH,,
34553,Alameda,CA,,
34554,Madison,CT,,
34555,Lindenhurst,IL,,
34556,South  Chicago  Heights,IL,,
34557,Seattle,WA,,
34558,Cedar Rapids,IA,,
34559,Harriman State Park,NY,,
34560,Kiawah Island,SC,,
34561,Harwichport,MA,,
34562,Clinton,AR,,
34563,Covington,TN,,
34564,Bozeman,MT,,
34565,Hazelton,IA,,
34566,Aliquippa,PA,,
34567,Bozeman,MT,,
34568,New Albany,IN,,
34569,Aurora,IN,,
34570,South Riding,VA,,
34571,Cranberry Township,PA,,
34572,Olympia,WA,,
34573,Salisbury,NC,,
34574,Strasburg,VA,,
34575,Webster,NY,,
34577,Big Sky,MT,,
34578,Apple Valley,MN,,
34579,Billings,MT,,
34580,Phoenixville,PA,,
34581,Elk Grove,CA,,
34582,Cedar Rapids,IA,,
34583,Beacon Rock State Park,WA,,
34584,Farmington,CT,,
34585,Beacon Rock State Park,WA,,
34586,Bellevue,WA,,
34587,Beacon Rock State Park (Skamania),WA,,
34588,White Marsh,MD,,
34589,Twin Falls,ID,,
34590,Chicago,IL,,
34591,Willow Springs,IL,,
34593,Rockvale,TN,,
34594,Marysville,MI,,
34595,Graham,WA,,
34596,San Antonio,TX,,
34597,Breezy Point,MN,,
34598,St. Paul,MN,,
34599,Oak Park,CA,,
34600,St. Paul,MN,,
34601,Fort Lauderdale,FL,,
34602,Sunnyvale,CA,,
34603,St. Louis,MO,,
34604,Katy,TX,,
34605,Arnold,MO,,
34606,Tulsa,OK,,
34607,Cherry,MN,,
34608,Greenville,RI,,
34610,Cibolo,TX,,
34611,Federal Way,WA,,
34612,Cape Girardeau,MO,,
34613,Montgomery,TX,,
34614,Simpsonville,SC,,
34615,Kansas City,MO,,
34616,Tum Tum,WA,,
34617,Finley,WA,,
34618,Waitsburg,WA,,
34619,Wallula,OR,,
34620,Livermore,CA,,
34621,Huntersville,NC,,
34622,Livermore,CA,,
34623,Sussex,WI,,
34624,Clio,MI,,
34626,Pasco,WA,,
34627,Richland,WA,,
34628,Livermore,CA,,
34629,Minneapolis,MN,,
34630,Universal City,CA,,
34631,Colorado Springs,CO,,
34632,Salem,OR,,
34633,Los Angeles,CA,,
34634,Sandy,UT,,
34635,Portland,OR,,
34636,Huntington Beach,CA,,
34637,Shasta,CA,,
34638,Tawas City,MI,,
34639,Ypsilanti,MI,,
34640,Olathe,KS,,
34641,Hugo,MN,,
34643,Clifton Heights,PA,,
34645,Beaverton,OR,,
34646,New York City (Brooklyn),NY,,
34647,Sunny Isles Beach,FL,,
34648,Brightwaters,NY,,
34649,New York City (Brooklyn),NY,,
34650,Littleton,CO,,
34651,Sicklerville,NJ,,
34652,Ithaca,NY,,
34653,Coeur d'Alene,ID,,
34654,Granite Falls,NC,,
34655,Highland,IN,,
34657,Sinking Spring,PA,,
34658,Brooklyn,MI,,
34659,Buffalo,NY,,
34660,Bowie,MD,,
34661,Portland,OR,,
34662,Shelbyville,IN,,
34663,Shelbyville,IN,,
34664,Gap,PA,,
34665,Ann Arbor,MI,,
34666,Asheville,NC,,
34667,Monroe,CT,,
34669,Winterset,IA,,
34670,Athens,GA,,
34671,New Prague,MN,,
34672,Kill Devil Hills,NC,,
34673,Sevierville,TN,,
34675,Chicago,IL,,
34677,Imlay City,MI,,
34678,Oswego,NY,,
34680,Trotwood/Dayton,OH,,
34681,Lincoln City,OR,,
34682,Cummings,IA,,
34683,Red Wing,MN,,
34684,Macomb Township,MI,,
34685,Kennesaw,GA,,
34686,Massapequa Park,NY,,
34687,Camarillo,CA,,
34688,Lancaster,CA,,
34690,Dayton,OH,,
34691,Stoughton,WI,,
34692,Gary,IN,,
34693,Vernon Hills,IL,,
34694,Olathe,KS,,
34695,Cornish,ME,,
34696,Cranberry Township,PA,,
34697,North Arlington,NJ,,
34698,Upland,CA,,
34699,Upland,CA,,
34700,Schaumburg,IL,,
34701,Chula Vista,CA,,
34702,Petal,MS,,
34703,Liberty Boro,PA,,
34704,Greer/Woodruff/Simpsonville,SC,,
34705,Phoenix,AZ,,
34706,Las Vegas,NV,,
34707,Omaha,NE,,
34708,Dade City,FL,,
34709,Mims,FL,,
34710,Chewelah,WA,,
34711,Lindenwold,NJ,,
34713,Prescott Valley,AZ,,
34714,Huntington,NY,,
34716,Lincoln City,OR,,
34717,Elkhart,IN,,
34718,Grand Rapids,MI,,
34719,St. Peters,MO,,
34720,Buffalo,NY,,
34721,Wamego,KS,,
34722,Hilliard,OH,,
34723,Nashua,NH,,
34724,Bonney Lake,WA,,
34726,Tacoma (northeast area),WA,,
34727,Ship Bottom,NJ,,
34728,Nags Head,NC,,
34729,Naples,FL,,
34730,Hagerstown,IN,,
34731,Clyde (near),NC,,
34733,Corinth,MS,,
34734,Cedar Hills,UT,,
34735,San Diego,CA,,
34736,Des Moines,IA,,
34737,Stevensville,MD,,
34738,Schneider,IN,,
34739,Avon,NC,,
34740,"Washington, D.C.",DC,,
34741,South Portland,ME,,
34742,Arcata,CA,,
34743,Burlington,NC,,
34745,Centereach,NY,,
34746,Bryant,AR,,
34747,Centereach,NY,,
34749,Silvia,MO,,
34750,Grand Bay,AL,,
34751,Slidell,LA,,
34752,Cornelius,OR,,
34753,Puyallup,WA,,
34754,Elkins,AR,,
34755,San Diego,CA,,
34756,Lake Stevens,WA,,
34757,Marion,LA,,
34758,Cumberland,RI,,
34759,Ocean Isle,NC,,
34760,Wilmington,DE,,
34761,York Beach,ME,,
34762,Clarence,MO,,
34763,Myrtle Beach,SC,,
34764,Kure Beach,NC,,
34765,Washington,DC,,
34766,Playa Del Rey,CA,,
34767,Indialantic,FL,,
34768,Safford,AZ,,
34770,Albany,OR,,
34771,Brentwood,NH,,
34772,Middletown,CT,,
34773,Bedford,IN,,
34774,King George,VA,,
34775,Fairless Hills,PA,,
34776,Audubon,PA,,
34777,Chicago,IL,,
34778,Chicago,IL,,
34779,Anchorage,AK,,
34780,Leroy,MI,,
34781,Columbus,OH,,
34783,East Palestine,OH,,
34784,Lancaster,OH,,
34786,Oxnard,CA,,
34787,Staten Island,NY,,
34788,Adamsville,PA,,
34789,Ogden,UT,,
34790,Vancouver,WA,,
34791,Cuyahoga Falls,OH,,
34792,Brighton,MI,,
34794,Corinth,MS,,
34795,Adel,IA,,
34796,Chico,CA,,
34798,Bloomington,IL,,
34800,Lakeside,CA,,
34801,New York City (Brooklyn),NY,,
34802,Overland Park,KS,,
34803,Duck,NC,,
34804,Berthoud area,CO,,
34806,Gates,OR,,
34807,Portland,OR,,
34808,Las Vegas,NV,,
34809,Pensacola,FL,,
34810,Metamora,MI,,
34811,Chantilly,VA,,
34813,Surf City,NC,,
34814,Ronan,MT,,
34815,Morristown,TN,,
34816,East Helena,MT,,
34817,Springfield,IL,,
34818,Springfield,MA,,
34819,Spokane,WA,,
34820,Quincy,CA,,
34821,Frederick,MD,,
34822,Frederick,MD,,
34823,Ripley,TN,,
34824,North Falmouth,MA,,
34825,Torrance,CA,,
34827,Lakewood,PA,,
34828,Lakewood,CO,,
34829,Ardmore,OK,,
34830,East Helena,MT,,
34831,Wagoner,OK,,
34832,Boulder,CO,,
34833,Charlotte,MI,,
34835,Brandon,FL,,
34836,Ravensdale,WA,,
34837,Gurnee,IL,,
34838,Appleton,WI,,
34839,Duluth,MN,,
34841,Vienna,WV,,
34842,Marietta,GA,,
34843,Hamburg,NY,,
34844,Montgomery,IL,,
34845,Oklahoma City,OK,,
34846,Staten Island,NY,,
34847,Medford,NY,,
34848,York,NY,,
34849,Sewickley,PA,,
34850,Colorado Springs,CO,,
34851,Williamstown,NJ,,
34852,Cicero,NY,,
34853,Senecaville,OH,,
34854,Orefield,PA,,
34855,Valdosta,GA,,
34856,Taunton,MA,,
34857,Vacaville,CA,,
34858,Brick Twp.,NJ,,
34859,Maspeth,NY,,
34860,Maspeth,NY,,
34861,Montgomery,IL,,
34862,Vacaville,CA,,
34863,Greigsville,NY,,
34864,Old Saybrook,CT,,
34865,Reading,PA,,
34867,Redmond,WA,,
34868,Kingsland,GA,,
34869,Suwanee,GA,,
34870,Kenosha,WI,,
34872,Canton,MI,,
34873,Portland,OR,,
34874,Rhome,TX,,
34875,Nicholasville,KY,,
34876,Rochester,NY,,
34877,Saint Paul,MN,,
34878,Saint Paul,MN,,
34879,McComb,MS,,
34880,Princeton,IN,,
34881,Monroe,WA,,
34882,St. Louis,MO,,
34883,Durango,CO,,
34884,Long Beach,CA,,
34885,St. Charles,IL,,
34887,Westfield,NY,,
34888,Wyandotte,MI,,
34889,Toledo (southeast),OH,,
34890,Robertsdale,AL,,
34891,Glendale,CA,,
34892,Hopkington,MA,,
34893,Plumas National Forest,CA,,
34894,Manitou Beach,MI,,
34895,South Nags Head,NC,,
34896,Poplar Grove,IL,,
34897,Orleans,CA,,
34898,Diamond Bar,CA,,
34899,Hampstead,NH,,
34900,Greene,ME,,
34901,Farmington,MN,,
34902,West Los Angeles,CA,,
34903,Ocean City,MD,,
34904,Ardmore,OK,,
34905,Myrtle Beach,SC,,
34906,Beekmantown,NY,,
34907,Pawleys Island,SC,,
34908,DeLand,FL,,
34909,Auburn,CA,,
34910,Emerald Isle,NC,,
34911,Oakridge,OR,,
34912,North Topsail,NC,,
34913,Portland,OR,,
34914,Frisco,NC,,
34915,Hilo,HI,,
34916,Independence,KY,,
34917,Fontana,CA,,
34918,Seaside,OR,,
34919,New Orleans,LA,,
34920,Staunton,VA,,
34922,Council Bluffs,IA,,
34924,Lee's Summit,MO,,
34925,Myrtle Beach,SC,,
34926,Emerald Isle,NC,,
34927,Pawleys Island,SC,,
34928,Whittier,CA,,
34929,Orem,UT,,
34930,Little River,SC,,
34931,Oak Island,NC,,
34932,Centralia,WA,,
34933,Oak Island,NC,,
34934,Holden Beach,NC,,
34935,Port Orange,FL,,
34936,Shawano,WI,,
34937,Holden Beach,NC,,
34938,Holden Beach,NC,,
34939,Ocean Isle Beach,NC,,
34940,Southport,NC,,
34941,Calabash,NC,,
34942,North Myrtle Beach,SC,,
34943,Myrtle Beach,SC,,
34944,Hartselle,AL,,
34945,Myrtle Beach,SC,,
34946,Myrtle Beach,SC,,
34947,East Northport,NY,,
34948,Jacksonville,FL,,
34949,Homer,AK,,
34951,Surfside Beach,SC,,
34952,Topsail Island,NC,,
34953,Las Vegas,NV,,
34954,Morgantown,WV,,
34955,Phoenix,AZ,,
34956,Johnstown,PA,,
34957,Dade City,FL,,
34958,East Lansing,MI,,
34959,Surfside Beach,SC,,
34960,New Richmond,WI,,
34961,Table Top Mountain,AZ,,
34962,Meredith,NH,,
34963,Traverse City,MI,,
34964,Houston,TX,,
34965,Stockton,CA,,
34966,Hollansburg,OH,,
34967,Georgetown,KY,,
34968,Myrtle Beach,SC,,
34969,Rio Rancho,NM,,
34970,North Dayton,OH,,
34971,Sewell,NJ,,
34972,South Nags Head,NC,,
34973,Salem,OR,,
34974,Belmont,NY,,
34975,Mt. Pleasant,IA,,
34977,West Allis,WI,,
34978,Breckenridge,CO,,
34979,Clearwater,FL,,
34980,Ottumwa,IA,,
34982,Aguanga,CA,,
34983,New York City (Manhattan),NY,,
34984,Sanford,ME,,
34985,Terrell,TX,,
34986,Richfield,MN,,
34987,Dexter,MI,,
34988,Seaside,OR,,
34989,Tampa (near),FL,,
34990,Gallipolis,OH,,
34991,Columbus,OH,,
34992,Aurora,CO,,
34994,Gettysburg,PA,,
34995,Mountain View,HI,,
34997,Hermitage,MO,,
34998,Florence,MT,,
34999,West Linn,OR,,
35000,Las Vegas (south of),NV,,
35001,King's Canyon Park,CA,,
35002,Baldwin,KS,,
35003,Sandy Springs,GA,,
35004,Columbus,OH,,
35005,Memphis,TN,,
35006,Dover (west of),DE,,
35007,West Los Angeles,CA,,
35011,Marksville,LA,,
35013,Blue Ridge,GA,,
35014,Hallsville,MO,,
35015,San Francisco,CA,,
35016,Aurora,IL,,
35018,Falmouth,MA,,
35019,Ocean City,MD,,
35021,Bethany Beach,DE,,
35022,Mantoloking,NJ,,
35023,Hollister,CA,,
35024,Panorama City,CA,,
35025,Zanesfield,OH,,
35026,Tigard,OR,,
35027,Seaside,OR,,
35028,Warwick,NY,,
35029,Swainsboro,GA,,
35030,Temecula,CA,,
35031,Rice Lake,WI,,
35032,Kenner,LA,,
35033,Culver,IN,,
35034,St. Petersburg Beach,FL,,
35035,Brookville,OH,,
35036,St. Petersburg Beach,FL,,
35037,Springboro,OH,,
35038,Fisher,PA,,
35039,Wentzville,MO,,
35040,Airway Heights,WA,,
35041,Mantoloking,NJ,,
35042,Aurora,CO,,
35043,Eagle Bay,NY,,
35044,Jennings,MO,,
35045,Ferron,UT,,
35046,Somerset,KY,,
35047,Terre Haute,IN,,
35048,Browning,MT,,
35049,Thornton,CO,,
35050,Mesquite,TX,,
35054,Industry,PA,,
35055,East Moriches,NY,,
35056,Wapakoneta,OH,,
35057,Toledo,OH,,
35058,Crawfordville,FL,,
35059,Andover,NJ,,
35060,Erie,PA,,
35061,Roseburg,OR,,
35062,Simpsonville,SC,,
35063,Roseburg,OR,,
35064,North Versailles,PA,,
35065,North Massapequa,NY,,
35066,Gulfport,MS,,
35067,San Diego,CA,,
35068,Nottingham,NH,,
35069,Creedmor,NC,,
35070,Puyallup,WA,,
35071,Orlando,FL,,
35072,Euclid,OH,,
35073,West Paducah,KY,,
35075,Gulfport,MS,,
35076,Charlotte,NC,,
35077,Marshalltown,IA,,
35078,Des Moines,IA,,
35079,Siesta Key,FL,,
35080,St. Augustine,FL,,
35081,Colby,KS,,
35083,Girard,OH,,
35084,Pismo Beach,CA,,
35085,St. Louis,MO,,
35086,Viola,DE,,
35087,North Myrtle Beach,SC,,
35089,Los Banos,CA,,
35090,Ronkonkoma,NY,,
35091,Newark,DE,,
35092,Austintown,OH,,
35093,Kansas City,MO,,
35094,Mukilteo,WA,,
35095,Madison,OH,,
35096,Somerset,WI,,
35097,Fairfield,CT,,
35098,Horseheads,NY,,
35099,Mechanicsburg,PA,,
35100,Stonington,PA,,
35101,Rochester,MN,,
35102,Pasco,WA,,
35104,Archdale,NC,,
35105,Fairport,NY,,
35106,Fox Lake,IL,,
35107,Bozeman,MT,,
35109,Kill Devil Hills,NC,,
35110,Littleton,CO,,
35111,Redding,CA,,
35112,French village,MO,,
35113,Jakes Run,WV,,
35114,Haleiwa,HI,,
35115,Valley View,OH,,
35116,Davenport,WA,,
35117,Plantation,FL,,
35118,Mackinaw City,MI,,
35119,San Diego,CA,,
35120,Baltimore,MD,,
35121,Northport,NY,,
35122,Fort Walton Beach,FL,,
35123,Coventry,RI,,
35124,New Lenox,IL,,
35125,Lanson,MI,,
35126,Bevington,IA,,
35127,Presque Isle,MI,,
35128,Jackson Center,OH,,
35129,Powder Springs,GA,,
35130,Reno,NV,,
35131,Eden Prairie,MN,,
35132,Elko,NV,,
35133,Prineville,OR,,
35134,Spring Grove,MN,,
35135,Amarillo,TX,,
35136,Chesterton,IN,,
35138,Flowood,MS,,
35139,Reading,PA,,
35140,Bangor,ME,,
35141,Wesley Chapel,FL,,
35142,Trumbull,CT,,
35143,Southport,CT,,
35144,Allen Park,MI,,
35145,Tiskilwa,IL,,
35146,West Middlesex,PA,,
35147,Doylestown,PA,,
35148,Hollywood,FL,,
35149,Jackson,MI,,
35150,Buffalo,MN,,
35151,Kearneysville,WV,,
35152,Portland,OR,,
35153,Brandon,SD,,
35154,Los Angeles,CA,,
35155,Harrison Township,MI,,
35156,Verde Valley,AZ,,
35157,Elizabeth,NJ,,
35158,Duvall,WA,,
35159,Olympia,WA,,
35161,Woodbridge,VA,,
35162,Kansas City,MO,,
35163,Woodbridge,VA,,
35164,North Topsail Beach,NC,,
35165,Prescott Valley,AZ,,
35166,Los Angeles/Hollywood,CA,,
35167,Mission Hills,CA,,
35168,Bolingbrook,IL,,
35169,Pomona,CA,,
35170,Norman,OK,,
35173,Chicopee,MA,,
35174,Oakland,CA,,
35175,Linden,NJ,,
35176,Santa Nella,CA,,
35177,Santa Nella,CA,,
35178,West Valley City,UT,,
35179,Springfield,MO,,
35180,Moreno Valley,CA,,
35181,Miami,FL,,
35182,Clinton,WA,,
35183,Kalispell,MT,,
35184,Stafford,VA,,
35185,Seattle,WA,,
35186,Manzanita,OR,,
35187,Vadnais Heights,MN,,
35188,Detroit,OR,,
35189,Port Orchard,WA,,
35190,Traverse City,MI,,
35191,West Valley City,UT,,
35192,Olympia,WA,,
35193,Seattle,WA,,
35195,Seattle,WA,,
35196,Johnstown,PA,,
35197,Tomahawk,WI,,
35198,Fairfield,OH,,
35199,Portland,ME,,
35200,Edmonton,KY,,
35201,Elmira,NY,,
35202,Newport,RI,,
35203,St. Peters,MO,,
35204,Oaks,PA,,
35206,Altoona,PA,,
35207,Seattle,WA,,
35208,Albuquerque,NM,,
35209,Seattle,WA,,
35210,Dewey,OK,,
35211,Stockton,MO,,
35212,Jersey Shore,PA,,
35213,Campbell,CA,,
35214,Penn Yan,NY,,
35215,Orange,CA,,
35216,Sharon,PA,,
35217,Chandler,AZ,,
35218,Montclair,NJ,,
35219,New Brunswick,NJ,,
35220,Annapolis (near),MD,,
35221,Port Sanilac,MI,,
35223,Parma,OH,,
35224,Frankfort,MI,,
35225,El Centro,CA,,
35226,Stamford,CT,,
35227,Olathe,KS,,
35228,Midlothian,VA,,
35229,Vancouver,WA,,
35230,Vancouver,WA,,
35231,Orchard Park,NY,,
35233,Williamsville,NY,,
35234,Liberty Township,OH,,
35235,Stamford,CT,,
35236,Walton,KY,,
35237,Newport,NC,,
35238,Coeur d'Alene,ID,,
35239,Allentown,PA,,
35240,Lewisburg,WV,,
35241,Yukon,OK,,
35242,Bedford,TX,,
35243,Pedro,OH,,
35244,Pittsburgh,PA,,
35245,Sacramento,CA,,
35246,Bristol,CT,,
35247,Glendale,CA,,
35248,Millersburg,PA,,
35249,Laguna Hills,CA,,
35250,Carthage,NC,,
35251,Derby,CT,,
35252,West Monroe,LA,,
35253,Kernersville,NC,,
35254,Crestview,KY,,
35255,Coeur d'Alene,ID,,
35256,Bristol,CT,,
35257,West Monroe/Woodlawn/Cadeville,LA,,
35258,N. Truro,MA,,
35259,Forest Park (Cincinnati),OH,,
35260,Edmonds,WA,,
35261,Mancheter,NJ,,
35262,Sister Bay,WI,,
35263,Burien (Seattle),WA,,
35264,St. Robert,MO,,
35265,Pulaski/Sandy Creek,NY,,
35266,New Freedom,PA,,
35267,Chicago,IL,,
35268,Channahon,IL,,
35269,Burien,WA,,
35270,Fort Mohave,AZ,,
35271,Sellersburg,IN,,
35272,Lancaster,KY,,
35273,Riverside,CA,,
35275,Eldorado,KS,,
35276,Wilmington (Wrightsville Beach),NC,,
35277,Tacoma,WA,,
35278,Caldwell,ID,,
35279,Tallahassee,FL,,
35280,New Caney,TX,,
35281,Daytona Beach Shores,FL,,
35282,"Washington, D.C.",DC,,
35283,Burleson,TX,,
35284,Kissimmee,FL,,
35285,Everett,WA,,
35286,Portland,ME,,
35287,New Port Richey,FL,,
35288,Lexington,KY,,
35289,Concord,NC,,
35290,Birmingham,AL,,
35291,Bothell,WA,,
35292,Reading,PA,,
35293,Bluffton,OH,,
35294,Xenia,OH,,
35295,Xenia,OH,,
35296,Florissant,MO,,
35297,Warren,OH,,
35298,Piedmont,SC,,
35299,Springfield,OR,,
35300,Pt. St. Lucie,FL,,
35301,Walkerton,IN,,
35302,Springville,UT,,
35303,Woonsocket,RI,,
35304,Hendersonville,NC,,
35305,Fox Island,WA,,
35306,Seattle,WA,,
35307,White City,OR,,
35308,Shelton,WA,,
35310,Allyn,WA,,
35311,Vancouver,WA,,
35312,Warrensburg,MO,,
35313,Aurora,IL,,
35314,Lynnwood,WA,,
35315,Plymouth,MN,,
35316,Seattle,WA,,
35317,Oklahoma City,OK,,
35318,Issaquah,WA,,
35319,Fort Collins,CO,,
35320,Hillsville,VA,,
35321,Moore,OK,,
35322,Sarasota,FL,,
35323,Bremerton,WA,,
35324,North Olympia,WA,,
35325,Boise,ID,,
35326,Longview,WA,,
35327,Louisville,KY,,
35328,Levittown,NY,,
35329,Sedro Woolley,WA,,
35330,Annapolis,MD,,
35331,Bozeman,MT,,
35332,Enid,OK,,
35333,Ocean Park,WA,,
35334,Medical Lake,WA,,
35335,Bremerton,WA,,
35336,Mossyrock,WA,,
35337,Deerfield Beach,FL,,
35338,Springfield,IL,,
35339,Enumclaw,WA,,
35341,Warren,MI,,
35342,Portage,ME,,
35343,Geneva On Lake,OH,,
35344,Redding,CA,,
35345,Pasadena,CA,,
35346,Maple Valley,WA,,
35347,Pasadena,CA,,
35348,Beaver Falls,PA,,
35349,Mount Pleasant,IN,,
35350,Yakima,WA,,
35351,Enumclaw,WA,,
35352,Renton,WA,,
35353,Duluth,MN,,
35354,Louisville,KY,,
35355,Rochester,NY,,
35356,Hutto,TX,,
35357,Shelby Township,MI,,
35358,Wilkeson,WA,,
35359,Elizabeth City,NC,,
35360,Lou,KY,,
35361,Seattle,WA,,
35362,Rogers,AR,,
35363,Chicago,IL,,
35364,Chicago,IL,,
35365,Bothell,WA,,
35366,Mount Vernon,WA,,
35367,Painesville,OH,,
35368,Houston,TX,,
35369,Fayetteville,NC,,
35370,Puyallup,WA,,
35371,Ridley Park,PA,,
35372,Buffalo,NY,,
35373,Sand Springs,OK,,
35374,Broken Arrow,OK,,
35375,Graham,WA,,
35376,Arlington,WA,,
35377,Duluth,MN,,
35378,Saint Helena,CA,,
35379,Daytona Beach,FL,,
35380,Lee's Summit,MO,,
35381,Austintown,OH,,
35382,Puyallup,WA,,
35383,Tulsa,OK,,
35384,Renton,WA,,
35385,Warrenton,OR,,
35386,Seattle,WA,,
35387,Westport,CT,,
35388,Tacoma,WA,,
35389,Vandercook Lake,MI,,
35390,Hyde,PA,,
35391,Topeka,KS,,
35392,Papillion,NE,,
35393,Steinhatchee,FL,,
35394,Pottstown,PA,,
35395,Steinhatchee,FL,,
35396,Tulsa,OK,,
35397,Choctaw,OK,,
35398,Pottstown,PA,,
35399,Portland,TX,,
35400,Toppenish,WA,,
35401,Naperville,IL,,
35402,Spanaway,WA,,
35403,Puyallup,WA,,
35404,Winter Haven,FL,,
35405,Seattle,WA,,
35406,Sunrise,FL,,
35407,Lenexa,KS,,
35408,Newark,DE,,
35409,Morgantown,WV,,
35410,Broomfield,CO,,
35411,West Haven,CT,,
35412,Springfield,MO,,
35413,Barberton,OH,,
35414,Deltona,FL,,
35415,Erie,PA,,
35416,West Mifflin/Pittsburgh,PA,,
35417,Auburn,PA,,
35418,Chino Hills,CA,,
35419,Hubert,NC,,
35420,New Castle,PA,,
35421,Port St. Lucie,FL,,
35422,Muskogee,OK,,
35423,Mashpee,MA,,
35424,Coral Springs,FL,,
35425,Meridian,ID,,
35426,Dallas,TX,,
35427,Dallas,TX,,
35428,Chicago Heights,IL,,
35429,Edwardsville,IL,,
35430,Spring Hill,FL,,
35431,Bristol,PA,,
35432,Ventura,CA,,
35433,Cedar Park,TX,,
35434,Lantana/Lake Worth,FL,,
35435,Springfield,OR,,
35436,Washington,DC,,
35437,Arlington Heights,IL,,
35438,North Haven,CT,,
35439,Brick,NJ,,
35440,Springfield,IL,,
35441,Hoffman Estates,IL,,
35442,Westminster,CA,,
35443,Orchard Park,NY,,
35444,Broken Arrow,OK,,
35445,Galveston,TX,,
35446,Fort Leonard Wood,MO,,
35447,Checotah,OK,,
35449,Beaumont,CA,,
35450,Union Beach,NJ,,
35451,Seattle,WA,,
35452,West Covina,CA,,
35453,Indian Harbour Beach,FL,,
35454,Durant,OK,,
35455,Portage,ME,,
35456,New Rochelle,NY,,
35457,Las Vegas,NV,,
35458,Lahaina,HI,,
35459,Omaha,NE,,
35460,Kingman,AZ,,
35461,Kansas City,MO,,
35462,Roswell,GA,,
35463,Gaithersburg,MD,,
35464,Goochland County,VA,,
35465,Springfield,MO,,
